file_a,file_b,cochange_count,window_start,window_end
log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/DirectWriteRolloverStrategy.java,log4j-core/src/main/java/org/apache/logging/log4j/core/layout/HtmlLayout.java,2,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/RollingFileManager.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/RollingRandomAccessFileManager.java,2,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/TimeBasedTriggeringPolicy.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/action/PosixViewAttributeAction.java,2,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/TimeBasedTriggeringPolicy.java,log4j-core/src/main/java/org/apache/logging/log4j/core/layout/GelfLayout.java,2,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/TimeBasedTriggeringPolicy.java,log4j-core/src/main/java/org/apache/logging/log4j/core/layout/HtmlLayout.java,2,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/action/PosixViewAttributeAction.java,log4j-core/src/main/java/org/apache/logging/log4j/core/layout/GelfLayout.java,2,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/action/PosixViewAttributeAction.java,log4j-core/src/main/java/org/apache/logging/log4j/core/layout/HtmlLayout.java,2,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/async/AsyncLoggerConfig.java,log4j-core/src/main/java/org/apache/logging/log4j/core/lookup/MainMapLookup.java,2,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/GelfLayout.java,log4j-core/src/main/java/org/apache/logging/log4j/core/layout/HtmlLayout.java,2,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/net/SmtpManager.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/UrlConnectionFactory.java,2,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/pattern/ThrowableInvertedStackTraceRenderer.java,log4j-core/src/main/java/org/apache/logging/log4j/core/pattern/ThrowableStackTraceRenderer.java,2,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/appender/ScriptAppenderSelector.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/routing/Routes.java,2,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/appender/ScriptAppenderSelector.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/routing/RoutingAppender.java,2,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/appender/routing/Routes.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/routing/RoutingAppender.java,2,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/message/MapMessage.java,log4j-api/src/main/java/org/apache/logging/log4j/util/StringBuilders.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/message/MapMessage.java,log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/Log4jXmlObjectMapper.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/message/MapMessage.java,log4j-core/src/main/java/org/apache/logging/log4j/core/layout/Rfc5424Layout.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/message/MapMessage.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/ssl/SslConfiguration.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/message/MapMessage.java,log4j-core/src/main/java/org/apache/logging/log4j/core/util/Transform.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/message/MapMessage.java,log4j-layout-template-json/src/main/java/org/apache/logging/log4j/layout/template/json/util/JsonWriter.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/util/StringBuilders.java,log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/Log4jXmlObjectMapper.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/util/StringBuilders.java,log4j-core/src/main/java/org/apache/logging/log4j/core/layout/Rfc5424Layout.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/util/StringBuilders.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/ssl/SslConfiguration.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/util/StringBuilders.java,log4j-core/src/main/java/org/apache/logging/log4j/core/util/Transform.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/util/StringBuilders.java,log4j-layout-template-json/src/main/java/org/apache/logging/log4j/layout/template/json/util/JsonWriter.java,1,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/Log4jXmlObjectMapper.java,log4j-core/src/main/java/org/apache/logging/log4j/core/layout/Rfc5424Layout.java,1,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/Log4jXmlObjectMapper.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/ssl/SslConfiguration.java,1,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/Log4jXmlObjectMapper.java,log4j-core/src/main/java/org/apache/logging/log4j/core/util/Transform.java,1,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/Log4jXmlObjectMapper.java,log4j-layout-template-json/src/main/java/org/apache/logging/log4j/layout/template/json/util/JsonWriter.java,1,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/Rfc5424Layout.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/ssl/SslConfiguration.java,1,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/Rfc5424Layout.java,log4j-core/src/main/java/org/apache/logging/log4j/core/util/Transform.java,1,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/Rfc5424Layout.java,log4j-layout-template-json/src/main/java/org/apache/logging/log4j/layout/template/json/util/JsonWriter.java,1,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/net/ssl/SslConfiguration.java,log4j-core/src/main/java/org/apache/logging/log4j/core/util/Transform.java,1,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/net/ssl/SslConfiguration.java,log4j-layout-template-json/src/main/java/org/apache/logging/log4j/layout/template/json/util/JsonWriter.java,1,2025-04-12,2026-04-12
log4j-core/src/main/java/org/apache/logging/log4j/core/util/Transform.java,log4j-layout-template-json/src/main/java/org/apache/logging/log4j/layout/template/json/util/JsonWriter.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLoggerContext.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-api/src/main/java/org/apache/logging/log4j/status/StatusConsoleListener.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-api/src/main/java/org/apache/logging/log4j/status/StatusData.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-api/src/main/java/org/apache/logging/log4j/status/StatusLogger.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-api/src/main/java/org/apache/logging/log4j/util/PropertyFilePropertySource.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-api/src/main/java/org/apache/logging/log4j/util/ProviderUtil.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-api/src/main/java/org/apache/logging/log4j/util/internal/SerializationUtil.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/LoggerContext.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/FileManager.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/HttpURLConnectionManager.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/db/jdbc/JdbcDatabaseManager.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/AbstractRolloverStrategy.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/DefaultRolloverStrategy.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/DirectWriteRolloverStrategy.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/FileExtension.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/RollingFileManager.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/RollingRandomAccessFileManager.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/TimeBasedTriggeringPolicy.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/action/AbstractPathAction.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/action/FileRenameAction.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/action/PosixViewAttributeAction.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/async/AsyncLoggerConfig.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/config/ConfigurationSource.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultConfigurationBuilder.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/convert/TypeConverters.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/util/ResolverUtil.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/config/status/StatusConfiguration.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/config/xml/XmlConfiguration.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/filter/MutableThreadContextMapFilter.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/internal/annotation/SuppressFBWarnings.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/LoggerContextAdmin.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/layout/GelfLayout.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/layout/HtmlLayout.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/lookup/MainMapLookup.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/JndiManager.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/SmtpManager.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/TcpSocketManager.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/UrlConnectionFactory.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/ssl/FilePasswordProvider.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/ssl/LaxHostnameVerifier.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/script/ScriptFile.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/tools/Generate.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/tools/picocli/CommandLine.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/util/FileUtils.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/util/NameUtil.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/util/NetUtils.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/util/Source.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-core/src/main/java/org/apache/logging/log4j/core/util/Throwables.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-layout-template-json/src/main/java/org/apache/logging/log4j/layout/template/json/internal/annotation/SuppressFBWarnings.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/internal/annotation/SuppressFBWarnings.java,log4j-layout-template-json/src/main/java/org/apache/logging/log4j/layout/template/json/util/Uris.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLoggerContext.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-api/src/main/java/org/apache/logging/log4j/status/StatusConsoleListener.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-api/src/main/java/org/apache/logging/log4j/status/StatusData.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-api/src/main/java/org/apache/logging/log4j/status/StatusLogger.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-api/src/main/java/org/apache/logging/log4j/util/PropertyFilePropertySource.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-api/src/main/java/org/apache/logging/log4j/util/ProviderUtil.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-api/src/main/java/org/apache/logging/log4j/util/internal/SerializationUtil.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/LoggerContext.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/FileManager.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/HttpURLConnectionManager.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/db/jdbc/JdbcDatabaseManager.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/AbstractRolloverStrategy.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/DefaultRolloverStrategy.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/DirectWriteRolloverStrategy.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/FileExtension.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/RollingFileManager.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/RollingRandomAccessFileManager.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/TimeBasedTriggeringPolicy.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/action/AbstractPathAction.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/action/FileRenameAction.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/rolling/action/PosixViewAttributeAction.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/async/AsyncLoggerConfig.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/config/ConfigurationSource.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultConfigurationBuilder.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/convert/TypeConverters.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/util/ResolverUtil.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/config/status/StatusConfiguration.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/config/xml/XmlConfiguration.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/filter/MutableThreadContextMapFilter.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/internal/annotation/SuppressFBWarnings.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/LoggerContextAdmin.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/layout/GelfLayout.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/layout/HtmlLayout.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/lookup/MainMapLookup.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/JndiManager.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/SmtpManager.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/TcpSocketManager.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/UrlConnectionFactory.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/ssl/FilePasswordProvider.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/ssl/LaxHostnameVerifier.java,1,2025-04-12,2026-04-12
log4j-api/src/main/java/org/apache/logging/log4j/simple/SimpleLogger.java,log4j-core/src/main/java/org/apache/logging/log4j/core/script/ScriptFile.java,1,2025-04-12,2026-04-12
